Unnamed: 0,category,location_id,image_id,timestamp,polygon,split,latitude,longitude,centroid_lat_std,centroid_lon_std,country,majority_count,total_count,majority_fraction,country_conflict_count,geography_join_level,geography_join_keys,country_resolution,coordinate_resolution,sample_id,archive_path,image_path,metadata_provenance,target_path,extracted_image_path,extracted_path,year,month,season,latitude_band,continent,un_region,region,split_original,group_id,sample_id_original,source_split,site_id,independent_unit_id,class_label,country_class,region_class,dataset,model,task,split_role,model_signature,dataset_signature,protocol_hash,metric_version,label,prediction,risk,log_loss,confidence,normalized_entropy,probabilities_path,probability_row,class_mapping_hash
402553,place_of_worship,1319,106,2019-04-01T12:00:00Z,"POLYGON ((10.2200527868 -0.70529911565699999, 10.2245443632 -0.70529911565699999, 10.2245443632 -0.70077761323300003, 10.2200527868 -0.70077761323300003, 10.2200527868 -0.70529911565699999))",test,-0.7030059134706651,10.222216359247014,,,GAB,1,1,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1319_106_2019-04-01T12:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_106.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_106.tif,,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_106.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_106.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_106.tif,2019,4,Autumn,lat_-10_0,Africa,Africa,Middle Africa,train,place_of_worship_1319,106,val,place_of_worship|1319,place_of_worship_1319_106_2019-04-01T12:00:00Z,place_of_worship,GAB|place_of_worship,Middle Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,multi-unit_residential,1.0,14.018902531757504,0.9987755417823792,0.002539150882512331,probabilities.npz,1303,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
402554,place_of_worship,1319,108,2020-04-01T00:00:00Z,"POLYGON ((10.2200527868 -0.70529911565699999, 10.2245443632 -0.70529911565699999, 10.2245443632 -0.70077761323300003, 10.2200527868 -0.70077761323300003, 10.2200527868 -0.70529911565699999))",test,-0.7030059134706651,10.222216359247014,,,GAB,1,1,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1319_108_2020-04-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_108.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_108.tif,,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_108.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_108.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1319/place_of_worship_1319_108.tif,2020,4,Autumn,lat_-10_0,Africa,Africa,Middle Africa,train,place_of_worship_1319,108,val,place_of_worship|1319,place_of_worship_1319_108_2020-04-01T00:00:00Z,place_of_worship,GAB|place_of_worship,Middle Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,multi-unit_residential,1.0,19.965141125070296,0.9545308351516724,0.04834519699215889,probabilities.npz,1304,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
404436,place_of_worship,1552,104,2018-10-01T00:00:00Z,"POLYGON ((9.4443761027900006 0.387920924128, 9.4488676792100001 0.387920924128, 9.4488676792100001 0.392442665257, 9.4443761027900006 0.392442665257, 9.4443761027900006 0.387920924128))",test,0.3902338147231876,9.446613743015565,1.1918839911069009e-06,1.2935734375675094e-06,GAB,9,9,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1552_104_2018-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_104.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_104.tif,,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_104.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_104.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_104.tif,2018,10,Autumn,lat_0_10,Africa,Africa,Middle Africa,train,place_of_worship_1552,104,val,place_of_worship|1552,place_of_worship_1552_104_2018-10-01T00:00:00Z,place_of_worship,GAB|place_of_worship,Middle Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,office_building,1.0,16.038948972030997,0.9830170273780823,0.025672633200883865,probabilities.npz,1305,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
404437,place_of_worship,1552,105,2019-04-01T12:00:00Z,"POLYGON ((9.4443761027900006 0.387920924128, 9.4488676792100001 0.387920924128, 9.4488676792100001 0.392442665257, 9.4443761027900006 0.392442665257, 9.4443761027900006 0.387920924128))",test,0.3902338147231876,9.446613743015565,1.1918839911069009e-06,1.2935734375675094e-06,GAB,9,9,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1552_105_2019-04-01T12:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_105.tif,,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_105.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_105.tif,2019,4,Spring,lat_0_10,Africa,Africa,Middle Africa,train,place_of_worship_1552,105,val,place_of_worship|1552,place_of_worship_1552_105_2019-04-01T12:00:00Z,place_of_worship,GAB|place_of_worship,Middle Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,multi-unit_residential,1.0,27.631021115928547,1.0,1.3097600515266095e-07,probabilities.npz,1306,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
404438,place_of_worship,1552,106,2019-10-01T00:00:00Z,"POLYGON ((9.4443761027900006 0.387920924128, 9.4488676792100001 0.387920924128, 9.4488676792100001 0.392442665257, 9.4443761027900006 0.392442665257, 9.4443761027900006 0.387920924128))",test,0.3902338147231876,9.446613743015565,1.1918839911069009e-06,1.2935734375675094e-06,GAB,9,9,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1552_106_2019-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_106.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_106.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_106.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_106.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_106.tif,2019,10,Autumn,lat_0_10,Africa,Africa,Middle Africa,train,place_of_worship_1552,106,val,place_of_worship|1552,place_of_worship_1552_106_2019-10-01T00:00:00Z,place_of_worship,GAB|place_of_worship,Middle Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,multi-unit_residential,1.0,27.631021115928547,0.9999988079071045,4.458354396774666e-06,probabilities.npz,1307,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
404439,place_of_worship,1552,108,2020-10-01T00:00:00Z,"POLYGON ((9.4443761027900006 0.387920924128, 9.4488676792100001 0.387920924128, 9.4488676792100001 0.392442665257, 9.4443761027900006 0.392442665257, 9.4443761027900006 0.387920924128))",test,0.3902338147231876,9.446613743015565,1.1918839911069009e-06,1.2935734375675094e-06,GAB,9,9,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1552_108_2020-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_108.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_108.tif,,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_108.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_108.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1552/place_of_worship_1552_108.tif,2020,10,Autumn,lat_0_10,Africa,Africa,Middle Africa,train,place_of_worship_1552,108,val,place_of_worship|1552,place_of_worship_1552_108_2020-10-01T00:00:00Z,place_of_worship,GAB|place_of_worship,Middle Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,multi-unit_residential,1.0,27.631021115928547,1.0,7.374002297666493e-09,probabilities.npz,1308,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
405240,place_of_worship,1641,6,2015-08-16T08:34:30Z,"POLYGON ((36.315136765799998 34.747251528100001, 36.319628342199998 34.747251528100001, 36.319628342199998 34.750958849900002, 36.315136765799998 34.750958849900002, 36.315136765799998 34.747251528100001))",test,34.749041477133815,36.31734099847594,1.7813355024456092e-06,9.918727129219823e-07,SYR,6,6,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1641_6_2015-08-16T08:34:30Z,fmow-sentinel/train/place_of_worship/place_of_worship_1641/place_of_worship_1641_6.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1641/place_of_worship_1641_6.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_1641/place_of_worship_1641_6.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1641/place_of_worship_1641_6.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1641/place_of_worship_1641_6.tif,2015,8,Summer,lat_30_40,Asia,Asia,Western Asia,train,place_of_worship_1641,6,val,place_of_worship|1641,place_of_worship_1641_6_2015-08-16T08:34:30Z,place_of_worship,SYR|place_of_worship,Western Asia|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,police_station,1.0,16.26700463437613,0.9439764618873596,0.05234157666563988,probabilities.npz,1309,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
405320,place_of_worship,1648,7,2017-04-09T16:56:26Z,"POLYGON ((-90.734914497800006 14.554482276792532, -90.730422446628666 14.554482276792532, -90.730422446628666 14.558856632299999, -90.734914497800006 14.558856632299999, -90.734914497800006 14.554482276792532))",test,14.556688258521923,-90.73271320818972,5.475559272478839e-05,1.6156870325084235e-06,GTM,7,7,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_1648_7_2017-04-09T16:56:26Z,fmow-sentinel/train/place_of_worship/place_of_worship_1648/place_of_worship_1648_7.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1648/place_of_worship_1648_7.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_1648/place_of_worship_1648_7.tif,fmow-sentinel/train/place_of_worship/place_of_worship_1648/place_of_worship_1648_7.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_1648/place_of_worship_1648_7.tif,2017,4,Spring,lat_10_20,America,Americas,Central America,train,place_of_worship_1648,7,val,place_of_worship|1648,place_of_worship_1648_7_2017-04-09T16:56:26Z,place_of_worship,GTM|place_of_worship,Central America|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,military_facility,1.0,19.80847681559284,0.8122832775115967,0.12711752951145172,probabilities.npz,1310,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
409452,place_of_worship,2161,105,2018-10-01T00:00:00Z,"POLYGON ((1.2611873117900001 36.210132443699997, 1.2656788882100001 36.210132443699997, 1.2656788882100001 36.213772313600003, 1.2611873117900001 36.213772313600003, 1.2611873117900001 36.210132443699997))",test,36.21182978250977,1.2636866414173658,,,DZA,1,1,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_2161_105_2018-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_2161/place_of_worship_2161_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_2161/place_of_worship_2161_105.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_2161/place_of_worship_2161_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_2161/place_of_worship_2161_105.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_2161/place_of_worship_2161_105.tif,2018,10,Autumn,lat_30_40,Africa,Africa,Northern Africa,train,place_of_worship_2161,105,val,place_of_worship|2161,place_of_worship_2161_105_2018-10-01T00:00:00Z,place_of_worship,DZA|place_of_worship,Northern Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,burial_site,1.0,27.631021115928547,0.8287334442138672,0.11707932502031326,probabilities.npz,1311,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
392199,place_of_worship,217,101,2016-10-01T00:00:00Z,"POLYGON ((6.1293227941300001 49.608094926299998, 6.1338143705499997 49.608094926299998, 6.1338143705499997 49.611013672299997, 6.1293227941300001 49.611013672299997, 6.1293227941300001 49.608094926299998))",test,49.60970113744753,6.131508298422075,7.307864817003779,17.422994098946877,LUX,11,15,0.7333333333333333,2,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_217_101_2016-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_217/place_of_worship_217_101.tif,fmow-sentinel/train/place_of_worship/place_of_worship_217/place_of_worship_217_101.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_217/place_of_worship_217_101.tif,fmow-sentinel/train/place_of_worship/place_of_worship_217/place_of_worship_217_101.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_217/place_of_worship_217_101.tif,2016,10,Autumn,lat_40_50,Europe,Europe,Western Europe,train,place_of_worship_217,101,val,place_of_worship|217,place_of_worship_217_101_2016-10-01T00:00:00Z,place_of_worship,LUX|place_of_worship,Western Europe|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,debris_or_rubble,1.0,23.667560844955045,0.9965761303901672,0.006088288500905037,probabilities.npz,1312,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
410117,place_of_worship,2256,105,2018-10-01T00:00:00Z,"POLYGON ((-4.9665406882100003 34.065402808499996, -4.9620491117899999 34.065402808499996, -4.9620491117899999 34.069140749900001, -4.9665406882100003 34.069140749900001, -4.9665406882100003 34.065402808499996))",test,34.06739274404238,-4.964353693678554,6.3919280441095e-07,1.4026306306378692e-06,MAR,2,2,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_2256_105_2018-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_2256/place_of_worship_2256_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_2256/place_of_worship_2256_105.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_2256/place_of_worship_2256_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_2256/place_of_worship_2256_105.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_2256/place_of_worship_2256_105.tif,2018,10,Autumn,lat_30_40,Africa,Africa,Northern Africa,train,place_of_worship_2256,105,val,place_of_worship|2256,place_of_worship_2256_105_2018-10-01T00:00:00Z,place_of_worship,MAR|place_of_worship,Northern Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,runway,1.0,27.631021115928547,0.9835963249206543,0.020279113203287125,probabilities.npz,1313,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
412954,place_of_worship,2686,109,2020-10-01T00:00:00Z,"POLYGON ((-61.731994915500003 15.9933559486, -61.727503339000002 15.9933559486, -61.727503339000002 15.9977005149, -61.731994915500003 15.9977005149, -61.731994915500003 15.9933559486))",test,15.995527723613588,-61.72985582759672,,,GLP,1,1,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_2686_109_2020-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_2686/place_of_worship_2686_109.tif,fmow-sentinel/train/place_of_worship/place_of_worship_2686/place_of_worship_2686_109.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_2686/place_of_worship_2686_109.tif,fmow-sentinel/train/place_of_worship/place_of_worship_2686/place_of_worship_2686_109.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_2686/place_of_worship_2686_109.tif,2020,10,Autumn,lat_10_20,America,Americas,Caribbean,train,place_of_worship_2686,109,val,place_of_worship|2686,place_of_worship_2686_109_2020-10-01T00:00:00Z,place_of_worship,GLP|place_of_worship,Caribbean|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,place_of_worship,0.0,0.864615712800635,0.42121338844299316,0.3126232922077179,probabilities.npz,1314,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
417626,place_of_worship,3347,106,2020-04-01T00:00:00Z,"POLYGON ((39.197031411799998 21.489108124284183, 39.201520627914327 21.489108124284183, 39.201520627914327 21.4933143246, 39.197031411799998 21.4933143246, 39.197031411799998 21.489108124284183))",test,21.491256349447816,39.19929574192288,1.3826327549707943e-06,1.3163453257086847e-06,SAU,12,12,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_3347_106_2020-04-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_3347/place_of_worship_3347_106.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3347/place_of_worship_3347_106.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_3347/place_of_worship_3347_106.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3347/place_of_worship_3347_106.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_3347/place_of_worship_3347_106.tif,2020,4,Spring,lat_20_30,Asia,Asia,Western Asia,train,place_of_worship_3347,106,val,place_of_worship|3347,place_of_worship_3347_106_2020-04-01T00:00:00Z,place_of_worship,SAU|place_of_worship,Western Asia|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,office_building,1.0,19.19257772413717,0.9998335838317871,0.0004141027748119086,probabilities.npz,1315,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
419552,place_of_worship,3617,105,2018-10-01T00:00:00Z,"POLYGON ((100.806738712 13.88177690304965, 100.8112304201281 13.88177690304965, 100.8112304201281 13.8861648112, 100.806738712 13.8861648112, 100.806738712 13.88177690304965))",test,13.88405786650915,100.80899083393508,2.755700914739121e-07,8.570898389077108e-07,THA,2,2,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_3617_105_2018-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_3617/place_of_worship_3617_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3617/place_of_worship_3617_105.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_3617/place_of_worship_3617_105.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3617/place_of_worship_3617_105.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_3617/place_of_worship_3617_105.tif,2018,10,Autumn,lat_10_20,Asia,Asia,South-eastern Asia,train,place_of_worship_3617,105,val,place_of_worship|3617,place_of_worship_3617_105_2018-10-01T00:00:00Z,place_of_worship,THA|place_of_worship,South-eastern Asia|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,water_treatment_facility,1.0,16.179611909996037,0.8415699601173401,0.1392829865217209,probabilities.npz,1316,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
419756,place_of_worship,3644,104,2018-10-01T00:00:00Z,"POLYGON ((4.58081361179 50.944628880585995, 4.5853064201284095 50.944628880585995, 4.5853064201284095 50.947464427, 4.58081361179 50.947464427, 4.58081361179 50.944628880585995))",test,50.94609659077644,4.582862746705555,5.622049310728182e-07,2.0039282005888533e-06,BEL,3,3,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_3644_104_2018-10-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_3644/place_of_worship_3644_104.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3644/place_of_worship_3644_104.tif,location_level_geography_enrichment,fmow-sentinel/train/place_of_worship/place_of_worship_3644/place_of_worship_3644_104.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3644/place_of_worship_3644_104.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_3644/place_of_worship_3644_104.tif,2018,10,Autumn,lat_50_60,Europe,Europe,Western Europe,train,place_of_worship_3644,104,val,place_of_worship|3644,place_of_worship_3644_104_2018-10-01T00:00:00Z,place_of_worship,BEL|place_of_worship,Western Europe|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,single-unit_residential,1.0,17.814145257236763,0.5180965065956116,0.18184976279735565,probabilities.npz,1317,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
421300,place_of_worship,3881,101,2016-04-01T00:00:00Z,"POLYGON ((-4.1081377882099996 5.3203691089006426, -4.1036461533335968 5.3203691089006426, -4.1036461533335968 5.32487114108, -4.1081377882099996 5.32487114108, -4.1081377882099996 5.3203691089006426))",test,5.322670825471255,-4.105939751789965,3.483258133341864e-07,1.404533087804651e-06,CIV,2,2,1.0,1,location_level,"category,location_id",majority_mode,median_centroid,place_of_worship_3881_101_2016-04-01T00:00:00Z,fmow-sentinel/train/place_of_worship/place_of_worship_3881/place_of_worship_3881_101.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3881/place_of_worship_3881_101.tif,,fmow-sentinel/train/place_of_worship/place_of_worship_3881/place_of_worship_3881_101.tif,fmow-sentinel/train/place_of_worship/place_of_worship_3881/place_of_worship_3881_101.tif,/content/data/fmow_sentinel_clean_subset_30k_v2/fmow-sentinel/train/place_of_worship/place_of_worship_3881/place_of_worship_3881_101.tif,2016,4,Spring,lat_0_10,Africa,Africa,Western Africa,train,place_of_worship_3881,101,val,place_of_worship|3881,place_of_worship_3881_101_2016-04-01T00:00:00Z,place_of_worship,CIV|place_of_worship,Western Africa|place_of_worship,fmow_sentinel,dofav2_vit_base_e150,multiclass_classification,evaluation,1b0b2f591cd71e97f21365f38d46c72a83889a454c3f26583296a66b8045e070,4357ccbb5222895a156cd2379c1f94eec5a2ebc84d500ed5563d6f432d2e6dee,f51e772730ce48a8a203e9768112419e396e96a7fd88bb299342896456a31a16,geobwer_fractional_1.1,place_of_worship,multi-unit_residential,1.0,24.636244267917547,0.9999862909317017,4.520660877460614e-05,probabilities.npz,1318,2cfb4925ecc7e6203d721425b0788fc35e5ea3f03988a42effe0118c347315aa
